timestamp,flight_hours,ambient_temp,altitude_ft,rpm,cht,egt,fuel_flow,oil_pressure,vibration,dynamic_thermal_limit,mission_abort,anomaly_score,anomaly_flag,severity,most_likely_fault,confidence_pct,rul_hours,rul_ci_hours
1788612015.6846688,480.0096,15.0,5000.0,4339.1113315125285,118.59934948964502,886.497915861207,21.388888475881778,4.076842972345633,0.8825025940182082,120.0,False,0.0536,False,MEDIUM,Governor / Throttle Linkage Fault,74.4,489.7,5.8
1788612016.1849353,480.0097,15.0,5000.0,4315.076517809894,118.5639661717138,886.689280732054,20.825815039660693,4.059631024098198,0.8864173068465426,120.0,False,0.0376,False,LOW,Lubrication System Fault,67.3,489.7,5.8
1788612016.6900105,480.0099,15.0,5000.0,4332.785248197314,118.53871408367081,890.0837424651638,21.524537256355178,4.11403457390201,0.8678652151102128,120.0,False,0.0263,False,LOW,Governor / Throttle Linkage Fault,68.2,489.7,5.8
1788612017.1900854,480.01,15.0,5000.0,4326.549918493621,119.3044077917941,886.9677250046452,21.316457259989384,4.116294614406117,0.8895219779957214,120.0,False,0.0868,False,MEDIUM,Overheat / Cooling Circuit Fault,79.1,489.7,5.8
1788612017.6912384,480.0101,15.0,5000.0,4329.1353029254315,118.47937848957544,887.4433636532931,20.91155499310256,4.03541147216263,0.8828322569523365,120.0,False,0.1203,False,LOW,Lubrication System Fault,73.4,489.7,5.8
1788612018.1916473,480.0103,15.0,5000.0,4314.501203109491,118.37108584401841,888.1871958060045,21.788016771654476,4.094598901418509,0.9020290940759064,120.0,False,0.0842,False,LOW,Fuel Injection & Induction Fault,66.1,489.7,5.8
1788612018.6916413,480.0104,15.0,5000.0,4322.064943199265,117.9480756785866,890.9615643212943,22.175881108583475,4.1778859031715845,0.8725038788621802,120.0,False,0.2842,False,MEDIUM,Fuel Injection & Induction Fault,76.7,489.7,5.8
1788612019.1937037,480.0106,15.0,5000.0,4330.748938210592,118.57875725718496,889.2970733570651,21.607183155128702,4.206556608755121,0.8905897510359695,120.0,False,0.2054,False,LOW,Lubrication System Fault,70.1,489.7,5.8
1788612019.694194,480.0107,15.0,5000.0,4310.146322490565,118.59599918497925,887.6608518585459,20.938701487577013,4.108748251121066,0.8891729878363035,120.0,False,0.1438,False,LOW,Bearing Wear / Mechanical Imbalance,57.1,489.7,5.8
1788612020.1943605,480.0108,15.0,5000.0,4307.07061465206,117.45937506344586,888.1904953452882,20.432293672913367,4.141055425448292,0.8970619150810795,120.0,False,0.2214,False,HIGH,Overheat / Cooling Circuit Fault,92.1,489.7,5.8
1788612020.696893,480.011,15.0,5000.0,4308.957241575026,119.26366126104291,888.7907770379636,21.41886382000439,4.120290653747889,0.8791767527092178,120.0,False,0.1841,False,MEDIUM,Overheat / Cooling Circuit Fault,77.5,489.7,5.8
1788612021.1973584,480.0111,15.0,5000.0,4308.26239538325,118.14114489093191,891.2421554306485,21.715398634576808,4.166460120966515,0.8779011388628717,120.0,False,0.1793,False,LOW,Combustion / Injector Abnormality,68.0,489.7,5.8
1788612021.6977293,480.0113,15.0,5000.0,4299.56515116936,118.77973544128122,887.5258293557596,21.30813677574802,4.10732044255293,0.8804677872441631,120.0,False,0.1255,False,LOW,Governor / Throttle Linkage Fault,64.3,489.7,5.8
1788612022.1983352,480.0114,15.0,5000.0,4313.118046647887,118.15146116478502,887.5543386132396,21.53080993994218,4.227304431498449,0.8933916869645369,120.0,False,0.1726,False,MEDIUM,Lubrication System Fault,75.4,489.7,5.8
1788612022.698733,480.0115,15.0,5000.0,4319.040174544565,118.68320742414888,889.873745890459,20.962010540375896,4.099227148515052,0.8745728398997993,120.0,False,0.1208,False,LOW,Combustion / Injector Abnormality,60.1,489.7,5.8
1788612023.1990912,480.0117,15.0,5000.0,4325.09633060462,118.67047191546598,889.7582937131507,21.326817220872144,4.191470232603209,0.8800975586983558,120.0,False,0.0846,False,LOW,Lubrication System Fault,66.3,489.7,5.8
1788612023.69974,480.0118,15.0,5000.0,4318.982095052586,118.50136293365765,890.2156250831646,21.459803287958614,4.099222876299647,0.874113958929032,120.0,False,0.0592,False,LOW,Combustion / Injector Abnormality,62.1,489.7,5.8
1788612024.2000983,480.0119,15.0,5000.0,4322.221551685427,118.52192067129126,886.3801777737272,21.635537193296766,4.1649223809456535,0.8927498098787717,120.0,False,0.0414,False,LOW,Fuel Injection & Induction Fault,62.0,489.7,5.8
1788612024.701324,480.0121,15.0,5000.0,4323.338233680423,118.85124276789904,891.3868726538524,21.252423370090007,4.175726404929646,0.8846627868573824,120.0,False,0.029,False,LOW,Combustion / Injector Abnormality,68.8,489.7,5.8
1788612025.2015748,480.0122,15.0,5000.0,4318.190870672588,118.37508722887308,888.8184009065797,21.28922336501548,4.170726966291922,0.8850164353805461,120.0,False,0.0203,False,LOW,Lubrication System Fault,61.0,489.7,5.8
1788612025.7017708,480.0124,15.0,5000.0,4322.329407581687,118.72679082863364,891.6290364920338,21.37950329189193,4.189730386577493,0.8845116047087852,120.0,False,0.0142,False,LOW,Combustion / Injector Abnormality,70.2,489.7,5.8
1788612026.2021089,480.0125,15.0,5000.0,4299.545905821678,118.31031755427571,889.1009958644529,21.03543620721863,4.169326583057046,0.8929978195727528,120.0,False,0.0099,False,LOW,Governor / Throttle Linkage Fault,64.3,489.7,5.8
1788612026.7022552,480.0126,15.0,5000.0,4291.3091176582,118.32393977587881,889.5024087581082,21.14342045891596,4.104297153323602,0.8916945554541054,120.0,False,0.007,False,LOW,Governor / Throttle Linkage Fault,72.4,489.7,5.8
1788612027.2025745,480.0128,15.0,5000.0,4308.642878229597,118.25048671281816,884.616755929658,20.653953674453362,4.156092266280425,0.888037553571495,120.0,False,0.0483,False,LOW,Combustion / Injector Abnormality,70.1,489.7,5.8
1788612027.709677,480.0129,15.0,5000.0,4300.4238749392825,118.52764014126599,888.2364453816504,20.895686153535266,4.1537595482262315,0.8795876065671184,120.0,False,0.0338,False,LOW,Governor / Throttle Linkage Fault,63.5,489.7,5.8
1788612028.2100537,480.0131,15.0,5000.0,4334.900905226467,118.183251339381,888.4413903815195,21.216685485923804,4.049356951142729,0.8667430954711638,120.0,False,0.1317,False,LOW,Governor / Throttle Linkage Fault,70.3,489.7,5.8
1788612028.7103708,480.0132,15.0,5000.0,4306.051178456803,119.36184297058436,889.638488912793,20.851766028073087,4.078998489240437,0.8722822564069881,120.0,False,0.2299,False,MEDIUM,Overheat / Cooling Circuit Fault,81.3,489.7,5.8
1788612029.2106433,480.0133,15.0,5000.0,4325.44638523731,118.66058160696315,887.5365817478774,21.149839709478574,4.1566704314926035,0.8780191720607959,120.0,False,0.1609,False,LOW,Governor / Throttle Linkage Fault,61.0,489.7,5.8
1788612029.7110643,480.0135,15.0,5000.0,4315.589225036361,118.41878950720907,887.8129670973423,21.207876946249364,4.138401067258573,0.8856502300297807,120.0,False,0.1127,False,LOW,Bearing Wear / Mechanical Imbalance,57.8,489.7,5.8
1788612030.2114415,480.0136,15.0,5000.0,4315.721177906421,118.1552106433784,890.3336760711793,21.369657831548473,4.053065558373693,0.8926548667178084,120.0,False,0.0995,False,LOW,Lubrication System Fault,68.9,489.7,5.8
1788612030.7122126,480.0138,15.0,5000.0,4330.157382842871,118.65017356271974,887.5414180737682,21.778908788441317,4.109465303694926,0.8896872160339712,120.0,False,0.0697,False,LOW,Fuel Injection & Induction Fault,65.9,489.7,5.8
1788612031.212829,480.0139,15.0,5000.0,4319.9158784123265,118.84596192105286,888.9372993347839,20.756278232600696,4.070199139473568,0.8987133820898384,120.0,False,0.0488,False,LOW,Lubrication System Fault,64.6,489.7,5.8
1788612031.7132552,480.014,15.0,5000.0,4317.052898832945,118.73674272443648,888.9330353256224,20.792013247919492,4.178749660738264,0.8877088211423458,120.0,False,0.0341,False,LOW,Lubrication System Fault,63.0,489.7,5.8
1788612032.2134588,480.0142,15.0,5000.0,4335.6962544868165,118.20134196840895,888.1803311366859,21.25713896212547,4.156813930779097,0.8810162412415885,120.0,False,0.0239,False,LOW,Governor / Throttle Linkage Fault,71.1,489.7,5.8
1788612032.7137208,480.0143,15.0,5000.0,4297.30582345808,119.20543380379961,887.2619503493352,21.974342716054853,4.155632984912849,0.8927431772517439,120.0,False,0.1699,False,MEDIUM,Overheat / Cooling Circuit Fault,75.3,489.7,5.8
1788612033.214754,480.0144,15.0,5000.0,4279.8560717571445,118.5112219232578,888.3613997545932,21.825873155027164,4.0598572943077,0.878947607731205,120.0,False,0.3094,False,MEDIUM,Governor / Throttle Linkage Fault,83.6,489.7,5.8
1788612033.7140992,480.0146,15.0,5000.0,4339.721802229858,118.6263317655132,886.7933592985717,20.83060661261501,4.092560040835186,0.8908088167090416,120.0,False,0.2355,False,MEDIUM,Governor / Throttle Linkage Fault,75.0,489.7,5.8
1788612034.2153199,480.0147,15.0,5000.0,4314.47725777778,118.69276563099046,887.3563474975954,20.66260827655205,4.078796959345074,0.886144064937073,120.0,False,0.1649,False,LOW,Fuel Injection & Induction Fault,64.6,489.7,5.8
1788612034.7157168,480.0149,15.0,5000.0,4296.779207426068,118.53091751831982,886.3043953275261,21.520891007702332,4.1273224848810255,0.899039025860373,120.0,False,0.1154,False,LOW,Governor / Throttle Linkage Fault,67.0,489.7,5.8
1788612035.2159886,480.015,15.0,5000.0,4332.845397645766,118.74276542819361,888.6990441190351,21.817369038895272,4.1737985332672,0.8877689148060314,120.0,False,0.0837,False,LOW,Governor / Throttle Linkage Fault,68.3,489.7,5.8
1788612035.716444,480.0151,15.0,5000.0,4303.000737739775,118.50481393996183,884.4602431985605,21.21586366122862,4.161171754127621,0.8805390197343586,120.0,False,0.0708,False,LOW,Combustion / Injector Abnormality,71.0,489.7,5.8
1788612036.2167108,480.0153,15.0,5000.0,4330.805405203634,118.65943330374941,884.5249396545121,21.06767819750233,4.159489644085045,0.8745487029491776,120.0,False,0.0728,False,LOW,Combustion / Injector Abnormality,70.6,489.7,5.8
1788612036.7175136,480.0154,15.0,5000.0,4300.3504138544695,118.66885448679587,888.1980811545138,20.837073116920962,4.109413994209375,0.8788295970344207,120.0,False,0.0509,False,LOW,Governor / Throttle Linkage Fault,63.6,489.7,5.8
1788612037.217044,480.0156,15.0,5000.0,4303.79039316711,118.24277828699873,888.390303110975,20.889251376449035,4.07577499703108,0.8880968112759167,120.0,False,0.0357,False,LOW,Lubrication System Fault,63.2,489.7,5.8
1788612037.7175145,480.0157,15.0,5000.0,4327.327593461237,118.8617417114773,888.8205360516381,21.414686232458994,4.073920758236824,0.875713071447432,120.0,False,0.025,False,LOW,Lubrication System Fault,63.6,489.7,5.8
1788612038.2178655,480.0158,15.0,5000.0,4311.060841719939,118.61605054745503,888.1485157084923,21.58493578997202,4.027863671386947,0.8764073816915435,120.0,False,0.0875,False,MEDIUM,Lubrication System Fault,75.3,489.7,5.8
1788612038.718328,480.016,15.0,5000.0,4300.40313857445,118.28384499942804,887.8101196789186,20.987459268907948,4.22665370155216,0.8794195432051685,120.0,False,0.1532,False,MEDIUM,Lubrication System Fault,75.2,489.7,5.8
1788612039.218653,480.0161,15.0,5000.0,4297.424319156349,118.55912965176377,887.7882937493545,21.10438963613177,4.104866057231829,0.8845274562769843,120.0,False,0.1072,False,LOW,Governor / Throttle Linkage Fault,66.4,489.7,5.8
1788612039.719026,480.0163,15.0,5000.0,4298.303938838434,118.86899546026588,886.9367180608125,21.30302398779462,4.149678722582758,0.8727487955419514,120.0,False,0.075,False,LOW,Governor / Throttle Linkage Fault,65.6,489.7,5.8
1788612040.2196727,480.0164,15.0,5000.0,4287.815850229421,118.64434278526208,889.1870644496921,20.802411288253115,4.110213489847023,0.8704249173759189,120.0,False,0.0985,False,MEDIUM,Governor / Throttle Linkage Fault,75.8,489.7,5.8
1788612040.7200274,480.0165,15.0,5000.0,4303.498959068038,118.60044982707507,889.2941794897324,21.26442119005076,4.076875081936561,0.8995907646823847,120.0,False,0.0689,False,LOW,Lubrication System Fault,62.9,489.7,5.8
1788612041.2203553,480.0167,15.0,5000.0,4322.211173985832,118.55493580644202,887.5954367633467,21.312952405283067,4.162409115759685,0.8879927411061759,120.0,False,0.0483,False,LOW,Lubrication System Fault,58.9,489.7,5.8
1788612041.7204754,480.0168,15.0,5000.0,4315.443728396214,118.1283163644151,889.06889800058,21.108397808137873,4.114538955508639,0.8800884971003057,120.0,False,0.0338,False,LOW,Overheat / Cooling Circuit Fault,66.3,489.7,5.8
1788612042.2208178,480.0169,15.0,5000.0,4311.417581830461,118.48042757699159,888.6726260574382,20.71010369542649,4.1674872589665215,0.8847199679318833,120.0,False,0.0236,False,LOW,Fuel Injection & Induction Fault,63.3,489.7,5.8
1788612042.721235,480.0171,15.0,5000.0,4303.149091581239,118.85310785146449,891.3917625135844,20.597594492430158,4.206791973042459,0.882046703328621,120.0,False,0.1185,False,LOW,Lubrication System Fault,70.2,489.7,5.8
1788612043.2212975,480.0172,15.0,5000.0,4320.870079642505,118.20513366317049,887.8840949678834,21.63858807105624,4.153599250151162,0.8733463625540767,120.0,False,0.0829,False,LOW,Overheat / Cooling Circuit Fault,63.4,489.7,5.8
1788612043.7218647,480.0174,15.0,5000.0,4313.000379646145,118.24360185269349,889.987515763548,20.79116275930027,4.154456778124783,0.8819322014376937,120.0,False,0.058,False,LOW,Overheat / Cooling Circuit Fault,61.9,489.7,5.8
1788612044.2228065,480.0175,15.0,5000.0,4320.49869071813,118.41336016994796,888.7722065306306,21.712632385937564,4.1102363157281125,0.8819364642668932,120.0,False,0.0406,False,LOW,Fuel Injection & Induction Fault,64.1,489.7,5.8
1788612044.7231114,480.0176,15.0,5000.0,4310.141372750385,118.48279040634556,886.6794536501299,21.472116886450646,4.1064643182725185,0.8948926529092958,120.0,False,0.0284,False,LOW,Combustion / Injector Abnormality,58.3,489.7,5.8
1788612045.223332,480.0178,15.0,5000.0,4294.663561386009,118.88388649074155,886.9471840385712,20.942925503537694,4.2152150680703215,0.8820189727413387,120.0,False,0.0923,False,LOW,Lubrication System Fault,72.3,489.7,5.8
1788612045.7239227,480.0179,15.0,5000.0,4338.936782941388,118.9168131395007,889.378808767817,21.368754705892556,4.098845127008395,0.890768688545252,120.0,False,0.0958,False,MEDIUM,Governor / Throttle Linkage Fault,74.2,489.7,5.8
1788612046.2238607,480.0181,15.0,5000.0,4325.383215127678,118.98133369522714,889.5393683130621,21.788254246610478,4.1086255438845045,0.8973785560945373,120.0,False,0.067,False,LOW,Overheat / Cooling Circuit Fault,66.6,489.7,5.8
1788612046.7242537,480.0182,15.0,5000.0,4301.481623573231,119.32849832312266,887.5782504975343,21.238777534580755,4.071508418772654,0.8872442759888088,120.0,False,0.1661,False,MEDIUM,Overheat / Cooling Circuit Fault,80.0,489.7,5.8
1788612047.2250738,480.0183,15.0,5000.0,4324.759381337718,118.16064696276366,886.2856717022142,20.562734651824087,4.234090718612372,0.8774117277785582,120.0,False,0.3239,False,MEDIUM,Lubrication System Fault,77.1,489.7,5.8
1788612047.7253857,480.0185,15.0,5000.0,4289.769578937473,118.21528822228026,889.8574957842284,20.67975373151548,4.105867135830814,0.8811995697393084,120.0,False,0.3161,False,LOW,Governor / Throttle Linkage Fault,73.9,489.7,5.8
1788612048.2258074,480.0186,15.0,5000.0,4297.871914584063,118.71864109331213,890.0449085439108,21.7054872456605,4.131532771186903,0.887621255976617,120.0,False,0.2213,False,LOW,Governor / Throttle Linkage Fault,66.0,489.7,5.8
1788612048.7262769,480.0188,15.0,5000.0,4293.990012449746,118.08880723067462,887.4011788548502,21.31618523669917,4.146855369017956,0.8920541081990115,120.0,False,0.1549,False,LOW,Governor / Throttle Linkage Fault,69.8,489.7,5.8
1788612049.226944,480.0189,15.0,5000.0,4299.899233083757,118.59300826002539,891.6006325492684,21.5290515061535,4.160453267380528,0.8774482531269441,120.0,False,0.1084,False,LOW,Combustion / Injector Abnormality,70.0,489.7,5.8
1788612049.7271557,480.019,15.0,5000.0,4306.341885013689,118.49215968309512,890.0725141381748,20.578639167740064,4.181383832417778,0.8952764040561141,120.0,False,0.0759,False,LOW,Fuel Injection & Induction Fault,66.9,489.7,5.8
1788612050.2274191,480.0192,15.0,5000.0,4317.935356783363,118.76967635982332,888.4380724164683,21.872686008356233,4.189551305576681,0.8845819529863395,120.0,False,0.0531,False,LOW,Fuel Injection & Induction Fault,68.5,489.7,5.8
1788612050.7276993,480.0193,15.0,5000.0,4291.505442628669,118.57105665445768,886.5721761927683,21.580532379610318,4.107688520248092,0.9040050829598085,120.0,False,0.0533,False,LOW,Governor / Throttle Linkage Fault,72.2,489.7,5.8
1788612051.2279348,480.0194,15.0,5000.0,4331.244883139257,118.70285666492987,886.3460432892867,21.310599216228308,4.172039000170336,0.8831663013437095,120.0,False,0.0373,False,LOW,Governor / Throttle Linkage Fault,66.7,489.7,5.8
1788612051.7283475,480.0196,15.0,5000.0,4300.870810576168,118.45003426889615,890.0830191585782,21.090556702395915,4.160124969227083,0.8783107373013378,120.0,False,0.0261,False,LOW,Governor / Throttle Linkage Fault,63.0,489.7,5.8
1788612052.2287703,480.0197,15.0,5000.0,4327.238146277415,118.47742593765787,885.9612682279954,20.045466344956736,4.100207792800906,0.8737414400070278,120.0,False,0.1385,False,MEDIUM,Fuel Injection & Induction Fault,81.5,489.7,5.8
1788612052.7290437,480.0199,15.0,5000.0,4317.037895100232,119.10125880857423,886.8287205722478,21.25434257531221,4.196008104880446,0.8773102664119404,120.0,False,0.131,False,LOW,Overheat / Cooling Circuit Fault,71.2,489.7,5.8
1788612053.2295172,480.02,15.0,5000.0,4307.771465321256,118.68090304342351,885.6971293535868,21.21884058212607,4.042576293593628,0.884758088752094,120.0,False,0.1059,False,LOW,Lubrication System Fault,71.6,489.7,5.8
1788612053.7299364,480.0201,15.0,5000.0,4311.283456543786,119.05718280883778,890.8861145084031,21.444184037594933,4.139897339294111,0.9023937040637657,120.0,False,0.0741,False,LOW,Overheat / Cooling Circuit Fault,69.5,489.7,5.8
1788612054.2302253,480.0203,15.0,5000.0,4329.06854516053,118.48871963479868,887.8092873880629,21.034609499046983,4.125138321361251,0.8872838821245617,120.0,False,0.0519,False,LOW,Governor / Throttle Linkage Fault,64.6,489.7,5.8
1788612054.7303622,480.0204,15.0,5000.0,4320.157260146297,118.4015731990119,890.1244170348695,21.038757116874425,4.0954952498603525,0.8945028533269249,120.0,False,0.0363,False,LOW,Combustion / Injector Abnormality,61.5,489.7,5.8
1788612055.2308311,480.0206,15.0,5000.0,4305.2672112528635,118.59937229177655,888.7024835663842,21.433774739418876,4.097170827911127,0.8995176352401268,120.0,False,0.0254,False,LOW,Governor / Throttle Linkage Fault,58.7,489.7,5.8
1788612055.7313514,480.0207,15.0,5000.0,4301.731844761062,118.62747127415916,887.193309744843,21.34702675488899,4.141934252557095,0.8733322397931892,120.0,False,0.0178,False,LOW,Governor / Throttle Linkage Fault,62.2,489.7,5.8
1788612056.2316933,480.0208,15.0,5000.0,4322.3095134033565,118.47180055840475,887.9638233039597,21.20680222789631,4.096721161256265,0.8926952591377111,120.0,False,0.0125,False,LOW,Governor / Throttle Linkage Fault,57.9,489.7,5.8
1788612056.732028,480.021,15.0,5000.0,4314.2635378965615,118.10958792112604,885.6373335568867,21.487268323890746,4.173837529683572,0.8844427156042174,120.0,False,0.0087,False,LOW,Overheat / Cooling Circuit Fault,67.0,489.7,5.8
1788612057.2323868,480.0211,15.0,5000.0,4314.174807760635,118.65842642407867,889.8166757848295,21.244710281955495,4.21213197451496,0.886458622498506,120.0,False,0.0061,False,LOW,Lubrication System Fault,71.5,489.7,5.8
1788612057.732877,480.0213,15.0,5000.0,4322.84728655889,119.057588114506,887.4670477286962,20.587116099133063,4.189966726405477,0.8829164387201505,120.0,False,0.0386,False,LOW,Overheat / Cooling Circuit Fault,69.6,489.7,5.8
1788612058.2334628,480.0214,15.0,5000.0,4305.558207633058,118.44600175967543,886.9914382908996,21.47055154392954,4.006888417353755,0.8851331525539018,120.0,False,0.121,False,MEDIUM,Lubrication System Fault,80.7,489.7,5.8
1788612058.7335742,480.0215,15.0,5000.0,4294.676566990121,118.4731122005276,891.3355458696318,20.941440108846127,4.046264944587508,0.8798529473024517,120.0,False,0.1779,False,LOW,Lubrication System Fault,70.7,489.7,5.8
1788612059.2336764,480.0217,15.0,5000.0,4322.431708833202,118.73100041908485,887.3550919749377,21.378974158204098,4.072997801977615,0.8825244028499448,120.0,False,0.1245,False,LOW,Lubrication System Fault,63.9,489.7,5.8
1788612059.7341673,480.0218,15.0,5000.0,4330.941238848555,118.94224144855349,886.9833065283284,21.155690481922324,4.195667055166761,0.8889085173217501,120.0,False,0.1,False,LOW,Lubrication System Fault,67.3,489.7,5.8
1788612060.2345088,480.0219,15.0,5000.0,4299.7255438577085,118.7866662919682,883.8506199504587,20.360974392594894,4.163119209224172,0.8881386721670311,120.0,False,0.2644,False,MEDIUM,Combustion / Injector Abnormality,74.5,489.7,5.8
1788612060.7345884,480.0221,15.0,5000.0,4308.512546899628,118.38141522334442,888.9585982834893,21.25883255517979,4.182453023966036,0.8867685111853925,120.0,False,0.1851,False,LOW,Lubrication System Fault,64.0,489.7,5.8
1788612061.2352428,480.0222,15.0,5000.0,4291.276804593689,118.85521879328213,888.7999339029648,20.8150998526909,4.1193222598042025,0.8980125083443156,120.0,False,0.1391,False,LOW,Governor / Throttle Linkage Fault,72.4,489.7,5.8
1788612061.735374,480.0224,15.0,5000.0,4327.595031669306,118.7817745787047,888.7040728161854,21.37438834319223,4.083660227977848,0.8915477704115358,120.0,False,0.0974,False,LOW,Governor / Throttle Linkage Fault,63.1,489.7,5.8
1788612062.235727,480.0225,15.0,5000.0,4310.816639975529,118.50327861029974,885.7905677283164,20.900542598161966,4.160186120264928,0.8756160653881294,120.0,False,0.0682,False,LOW,Combustion / Injector Abnormality,63.4,489.7,5.8
1788612062.7361977,480.0226,15.0,5000.0,4321.245229949119,118.38258611652238,890.2606393318619,21.771180838254573,4.107836002294019,0.8939246331167953,120.0,False,0.0477,False,LOW,Fuel Injection & Induction Fault,65.7,489.7,5.8
1788612063.2364075,480.0228,15.0,5000.0,4323.776394236058,118.78671822152235,887.4019593090964,21.445745147020784,4.171039510734328,0.8688053682881647,120.0,False,0.0334,False,LOW,Lubrication System Fault,61.1,489.7,5.8
1788612063.738201,480.0229,15.0,5000.0,4317.362095600809,118.63384083015116,887.3262410645309,21.057781495884957,4.130099940999502,0.8869496728070387,120.0,False,0.0234,False,LOW,Bearing Wear / Mechanical Imbalance,57.5,489.7,5.8
1788612064.2389715,480.0231,15.0,5000.0,4324.259255527949,118.30154448248398,891.2231172269335,21.038542220956433,4.026045637241884,0.8969558590981638,120.0,False,0.1569,False,MEDIUM,Lubrication System Fault,75.8,489.7,5.8
1788612064.73916,480.0232,15.0,5000.0,4320.525226614898,118.47522599199169,889.7955929781738,21.166067480351646,4.159652060476069,0.8934008018747788,120.0,False,0.1098,False,LOW,Combustion / Injector Abnormality,59.6,489.7,5.8
1788612065.2405064,480.0233,15.0,5000.0,4314.654332032962,118.67735000381425,884.777203360654,20.92528638024875,4.089470118529641,0.8898553947855091,120.0,False,0.0769,False,LOW,Combustion / Injector Abnormality,69.2,489.7,5.8
1788612065.7401,480.0235,15.0,5000.0,4318.923342212672,118.40212375160587,892.6069317452868,21.483053974634608,4.117782947414659,0.8861139969175857,120.0,False,0.0538,False,MEDIUM,Combustion / Injector Abnormality,75.8,489.7,5.8
1788612066.240768,480.0236,15.0,5000.0,4316.996779406465,118.58502252429489,888.3009491534316,21.964310927250853,4.195115721388985,0.8839362152370458,120.0,False,0.0416,False,LOW,Fuel Injection & Induction Fault,71.0,489.7,5.8
